,Index,Concept,Category,Question,Answer
1468,145,Aguilkia_Island,"To provide a classification, I need the Wikipedia summary you mentioned. Please provide the summary of the Aguilkia Island Wikipedia page. Then I will be able to select the most appropriate category from your list.",When was Philae submerged?,1960s.
1469,145,Aguilkia_Island,"To provide a classification, I need the Wikipedia summary you mentioned. Please provide the summary of the Aguilkia Island Wikipedia page. Then I will be able to select the most appropriate category from your list.",What structure was moved?,Philae temples
1470,145,Aguilkia_Island,"To provide a classification, I need the Wikipedia summary you mentioned. Please provide the summary of the Aguilkia Island Wikipedia page. Then I will be able to select the most appropriate category from your list.",Is this in Southern Egypt?,"Yes, it is."
1471,145,Aguilkia_Island,"To provide a classification, I need the Wikipedia summary you mentioned. Please provide the summary of the Aguilkia Island Wikipedia page. Then I will be able to select the most appropriate category from your list.",Is the site Nubian?,"Yes, Nubian."
1472,145,Aguilkia_Island,"To provide a classification, I need the Wikipedia summary you mentioned. Please provide the summary of the Aguilkia Island Wikipedia page. Then I will be able to select the most appropriate category from your list.",Is this a popular site?,"Yes, tourist destination."
1473,145,Aguilkia_Island,"To provide a classification, I need the Wikipedia summary you mentioned. Please provide the summary of the Aguilkia Island Wikipedia page. Then I will be able to select the most appropriate category from your list.",Was it rebuilt?,"Yes, rebuilt."
1474,145,Aguilkia_Island,"To provide a classification, I need the Wikipedia summary you mentioned. Please provide the summary of the Aguilkia Island Wikipedia page. Then I will be able to select the most appropriate category from your list.",What goddess worshipped?,Isis.
1475,145,Aguilkia_Island,"To provide a classification, I need the Wikipedia summary you mentioned. Please provide the summary of the Aguilkia Island Wikipedia page. Then I will be able to select the most appropriate category from your list.",Was Philae flooded?,"Yes, Philae"
1476,146,Hanging_Church_(Cairo),Religion and belief,What is the church's formal name?,Saint Virgin Mary's
1477,146,Hanging_Church_(Cairo),Religion and belief,What city is it located in?,Cairo.
1478,146,Hanging_Church_(Cairo),Religion and belief,What structure is it built atop?,Roman Babylon Fortress
1479,146,Hanging_Church_(Cairo),Religion and belief,What is unique about its location?,Elevated above ground.
1480,146,Hanging_Church_(Cairo),Religion and belief,When was it likely built?,7th/8th century
1481,146,Hanging_Church_(Cairo),Religion and belief,What does the roof resemble?,Noah's Ark
1482,146,Hanging_Church_(Cairo),Religion and belief,How many sanctuaries are there?,Three sanctuaries
1483,146,Hanging_Church_(Cairo),Religion and belief,What are the icons known for?,Smiling Christ.
1484,146,Hanging_Church_(Cairo),Religion and belief,Which district is it in?,Coptic Cairo
1485,146,Hanging_Church_(Cairo),Religion and belief,What kind of church is it?,Coptic Christian
1486,146,Hanging_Church_(Cairo),Religion and belief,What gate is it above?,Babylon Fortress
1487,146,Hanging_Church_(Cairo),Religion and belief,Who visits this church?,Coptic Christians
1488,146,Hanging_Church_(Cairo),Religion and belief,What material are the pulpits?,Inlaid marble
1489,146,Hanging_Church_(Cairo),Religion and belief,What number of icons are there?,117 icons
1490,146,Hanging_Church_(Cairo),Religion and belief,What is located in Coptic Cairo?,Hanging Church
1491,146,Hanging_Church_(Cairo),Religion and belief,Is it still a place of worship?,"Yes, ongoing services."
1492,146,Hanging_Church_(Cairo),Religion and belief,What is a key architectural feature?,Elevated structure.
1493,146,Hanging_Church_(Cairo),Religion and belief,Who is the church dedicated to?,Virgin Mary
1494,146,Hanging_Church_(Cairo),Religion and belief,What sea did Noah cross?,Not mentioned.
1495,146,Hanging_Church_(Cairo),Religion and belief,What era does it date to?,7th-8th Century
1496,147,Qubbet_el-Hawa,Famous Landmarks,Where is this site located?,West bank Nile.
1497,147,Qubbet_el-Hawa,Famous Landmarks,What river is nearby?,Nile River
1498,147,Qubbet_el-Hawa,Famous Landmarks,What kingdom is this from?,Old and Middle
1499,147,Qubbet_el-Hawa,Famous Landmarks,"What is ""Dome of the Wind"" in Arabic?",Qubbet el-Hawa
1500,147,Qubbet_el-Hawa,Famous Landmarks,Who traveled to Nubia?,"Harkhuf, Pepi Nakht"
1501,147,Qubbet_el-Hawa,Famous Landmarks,What is the time period?,Old/Middle Kingdoms
1502,147,Qubbet_el-Hawa,Famous Landmarks,Who was Sarenput?,Governor of Elephantine
1503,147,Qubbet_el-Hawa,Famous Landmarks,What island is overlooked?,Elephantine Island
1504,147,Qubbet_el-Hawa,Famous Landmarks,What threatens this site?,"Erosion, development."
1505,147,Qubbet_el-Hawa,Famous Landmarks,What kind of site is this?,Archaeological site
1506,147,Qubbet_el-Hawa,Famous Landmarks,Who was buried here?,"Officials, families"
1507,147,Qubbet_el-Hawa,Famous Landmarks,What does it control access to?,Nubia
1508,147,Qubbet_el-Hawa,Famous Landmarks,When was Harkhuf alive?,Old Kingdom
1509,147,Qubbet_el-Hawa,Famous Landmarks,Which university excavates here?,Birmingham University
1510,147,Qubbet_el-Hawa,Famous Landmarks,What is being discovered?,Ancient Egyptian history
1511,147,Qubbet_el-Hawa,Famous Landmarks,Where was Sarenput governor?,Elephantine Island
1512,147,Qubbet_el-Hawa,Famous Landmarks,What official lead military expeditions?,Pepi Nakht
1513,147,Qubbet_el-Hawa,Famous Landmarks,Which Cataract is nearby?,First Cataract
1514,147,Qubbet_el-Hawa,Famous Landmarks,What's on the hilltop?,Islamic tomb
1515,147,Qubbet_el-Hawa,Famous Landmarks,What is found in tombs?,"Inscriptions, Artifacts"
1516,148,Ptolemaic_Temple_of_Hathor_in_Deir_el-Medina,Famous Landmarks,What deity is honored?,Hathor (primarily)
1517,148,Ptolemaic_Temple_of_Hathor_in_Deir_el-Medina,Famous Landmarks,What era was it built?,Ptolemaic Dynasty
1518,148,Ptolemaic_Temple_of_Hathor_in_Deir_el-Medina,Famous Landmarks,Where is this temple?,Deir el-Medina
1519,148,Ptolemaic_Temple_of_Hathor_in_Deir_el-Medina,Famous Landmarks,Who built royal tombs?,Artisans of Deir-el-Medina
1520,148,Ptolemaic_Temple_of_Hathor_in_Deir_el-Medina,Famous Landmarks,Is it well-preserved?,Relatively well.
1521,148,Ptolemaic_Temple_of_Hathor_in_Deir_el-Medina,Famous Landmarks,What kind of hall is inside?,Hypostyle Hall
1522,148,Ptolemaic_Temple_of_Hathor_in_Deir_el-Medina,Famous Landmarks,Is it brightly colored?,Often yes.
1523,148,Ptolemaic_Temple_of_Hathor_in_Deir_el-Medina,Famous Landmarks,What dynasty ruled then?,Ptolemaic Dynasty
1524,148,Ptolemaic_Temple_of_Hathor_in_Deir_el-Medina,Famous Landmarks,What is its main purpose?,Local temple.
1525,148,Ptolemaic_Temple_of_Hathor_in_Deir_el-Medina,Famous Landmarks,What is near Luxor?,Deir el-Medina
1526,148,Ptolemaic_Temple_of_Hathor_in_Deir_el-Medina,Famous Landmarks,What bank is it on?,West bank.
1527,148,Ptolemaic_Temple_of_Hathor_in_Deir_el-Medina,Famous Landmarks,Was it used in Roman times?,"Yes, Roman Period"
1528,148,Ptolemaic_Temple_of_Hathor_in_Deir_el-Medina,Famous Landmarks,What do reliefs show?,"Worship, Mythology."
1529,148,Ptolemaic_Temple_of_Hathor_in_Deir_el-Medina,Famous Landmarks,Is it a late temple?,Relatively late.
1530,148,Ptolemaic_Temple_of_Hathor_in_Deir_el-Medina,Famous Landmarks,Who worked here?,"Artisans, families."
1531,149,Tomb_of_Nakht_TT52,Famous Landmarks,Who owned this tomb?,"Nakht, Taweret"
1532,149,Tomb_of_Nakht_TT52,Famous Landmarks,What was Nakht's profession?,Scribe and astronomer
1533,149,Tomb_of_Nakht_TT52,Famous Landmarks,Who was Nakht's wife?,Taweret.
1534,149,Tomb_of_Nakht_TT52,Famous Landmarks,Where is this tomb located?,Theban Necropolis
1535,149,Tomb_of_Nakht_TT52,Famous Landmarks,What area is it in?,Theban Necropolis
1536,149,Tomb_of_Nakht_TT52,Famous Landmarks,What is depicted often?,Daily life scenes
1537,149,Tomb_of_Nakht_TT52,Famous Landmarks,Are scenes vibrant?,"Yes, vibrant."
1538,149,Tomb_of_Nakht_TT52,Famous Landmarks,Is the tomb large or small?,Small.
1539,149,Tomb_of_Nakht_TT52,Famous Landmarks,Is it well-preserved?,"Yes, well-preserved."
1540,149,Tomb_of_Nakht_TT52,Famous Landmarks,Are paintings detailed?,"Yes, detailed."
1541,149,Tomb_of_Nakht_TT52,Famous Landmarks,Who ruled during Nakht's life?,Thutmose IV
1542,149,Tomb_of_Nakht_TT52,Famous Landmarks,What dynasty was it?,18th Dynasty
1543,149,Tomb_of_Nakht_TT52,Famous Landmarks,Is the tomb accessible?,Generally open.
1544,149,Tomb_of_Nakht_TT52,Famous Landmarks,Is looting common?,Not extensively.
1545,149,Tomb_of_Nakht_TT52,Famous Landmarks,What scenes are shown?,"Daily life, rituals"
1546,149,Tomb_of_Nakht_TT52,Famous Landmarks,Is it in Egypt?,"Yes, Egypt"
1547,149,Tomb_of_Nakht_TT52,Famous Landmarks,Is it on the West Bank?,"Yes, Theban"
1548,149,Tomb_of_Nakht_TT52,Famous Landmarks,What kind of scribe was he?,Astronomer and scribe.
1549,149,Tomb_of_Nakht_TT52,Famous Landmarks,What is shown at banquets?,"Musicians, dancers"
1550,149,Tomb_of_Nakht_TT52,Famous Landmarks,Are colors dull or bright?,Bright colors
1551,150,Abdeen_Palace,Famous Landmarks,Is this in Cairo?,"Yes, Cairo."
1552,150,Abdeen_Palace,Famous Landmarks,What century was it built?,19th century
1553,150,Abdeen_Palace,Famous Landmarks,Is it a presidential residence?,Former Residence
1554,150,Abdeen_Palace,Famous Landmarks,Does it have gardens?,"Yes, extensive."
1555,150,Abdeen_Palace,Famous Landmarks,Is it a royal palace?,"Yes, royal."
1556,150,Abdeen_Palace,Famous Landmarks,Does it have museums?,"Yes, it does."
1557,150,Abdeen_Palace,Famous Landmarks,Is it still used officially?,Occasionally.
1558,150,Abdeen_Palace,Famous Landmarks,What's its architectural style?,European-influenced blend
1559,150,Abdeen_Palace,Famous Landmarks,Was it owned by Abdeen Bey?,Former mansion site.
1560,150,Abdeen_Palace,Famous Landmarks,Is design European-influenced?,"Yes, Primarily."
1561,150,Abdeen_Palace,Famous Landmarks,What's housed inside?,"Museums, Artifacts"
1562,150,Abdeen_Palace,Famous Landmarks,Is it luxuriously decorated?,"Yes, lavishly."
1563,150,Abdeen_Palace,Famous Landmarks,What revolution ended its use?,1952 revolution
1564,150,Abdeen_Palace,Famous Landmarks,Whose reign used it?,Khedive Ismail
1565,150,Abdeen_Palace,Famous Landmarks,What era does it symbolize?,Royal rule
1566,150,Abdeen_Palace,Famous Landmarks,Is it a historical landmark?,"Yes, it is."
1567,150,Abdeen_Palace,Famous Landmarks,Is crystal displayed there?,"Yes, crystal."
1568,150,Abdeen_Palace,Famous Landmarks,Are there paintings inside?,"Yes, paintings."
1569,150,Abdeen_Palace,Famous Landmarks,Is it Neoclassical?,"Yes, partly."
1570,150,Abdeen_Palace,Famous Landmarks,Does it have royal gifts?,"Yes, houses."
1571,151,Deir_el-Medina,Famous Landmarks,What is this site's name?,Deir el-Medina
1572,151,Deir_el-Medina,Famous Landmarks,Where was this village located?,West bank Nile
1573,151,Deir_el-Medina,Famous Landmarks,What period was it inhabited?,New Kingdom
1574,151,Deir_el-Medina,Famous Landmarks,Who lived in this village?,Artisans & Craftsmen
1575,151,Deir_el-Medina,Famous Landmarks,What did they build?,Royal Tombs
1576,151,Deir_el-Medina,Famous Landmarks,Where did they work?,Royal Tombs
1577,151,Deir_el-Medina,Famous Landmarks,What provides insights here?,Ostraca and Papyri
1578,151,Deir_el-Medina,Famous Landmarks,What materials did they write on?,Ostraca and papyri
1579,151,Deir_el-Medina,Famous Landmarks,What kind of documents are found?,Ostraca & Papyri
1580,151,Deir_el-Medina,Famous Landmarks,Did they experience labor unrest?,"Yes, documented."
1581,151,Deir_el-Medina,Famous Landmarks,Were they religious?,Deeply religious
1582,151,Deir_el-Medina,Famous Landmarks,Which goddess had a temple there?,Hathor Goddess
1583,151,Deir_el-Medina,Famous Landmarks,What is the site isolated by?,Natural amphitheater
1584,151,Deir_el-Medina,Famous Landmarks,What surrounds the site?,The surrounding desert.
1585,151,Deir_el-Medina,Famous Landmarks,What does this reveal?,Everyday realities.
1586,151,Deir_el-Medina,Famous Landmarks,Whose lives does this show?,Ordinary Egyptians.
1587,151,Deir_el-Medina,Famous Landmarks,Is this well-preserved?,"Yes, well-preserved."
1588,151,Deir_el-Medina,Famous Landmarks,Were they literate?,Generally literate.
1589,151,Deir_el-Medina,Famous Landmarks,Where is this opposite of?,Luxor (Thebes)
1590,151,Deir_el-Medina,Famous Landmarks,Is the image idealized?,Probably not.
1591,151,Deir_el-Medina,Famous Landmarks,What is found in the village?,Chapels and shrines
1592,151,Deir_el-Medina,Famous Landmarks,What are they often called?,Skilled workers.
1593,151,Deir_el-Medina,Famous Landmarks,What is Luxor's ancient name?,Ancient Thebes
1594,151,Deir_el-Medina,Famous Landmarks,What kind of workers were they?,Skilled artisans
1595,151,Deir_el-Medina,Famous Landmarks,Did they have families?,"Yes, families."
1596,151,Deir_el-Medina,Famous Landmarks,What system was there?,Rations distribution.
1597,151,Deir_el-Medina,Famous Landmarks,Where do they have shrines?,Within the village.
1598,151,Deir_el-Medina,Famous Landmarks,What is the modern name?,Monastery of City
1599,151,Deir_el-Medina,Famous Landmarks,Is this place invaluable?,"Yes, invaluable."
1600,152,Egyptian_National_Military_Museum,Historical Artifacts,What is this a museum of?,Egyptian Military
1601,152,Egyptian_National_Military_Museum,Historical Artifacts,Where is this museum located?,Cairo Citadel
1602,152,Egyptian_National_Military_Museum,Historical Artifacts,What citadel houses it?,Cairo Citadel
1603,152,Egyptian_National_Military_Museum,Historical Artifacts,What era does it cover?,Ancient to Modern
1604,152,Egyptian_National_Military_Museum,Historical Artifacts,What items are exhibited?,"Weapons, Uniforms."
1605,152,Egyptian_National_Military_Museum,Historical Artifacts,Are there military vehicle models?,"Yes, models."
1606,152,Egyptian_National_Military_Museum,Historical Artifacts,Are there battle recreations?,Dioramas of battles
1607,152,Egyptian_National_Military_Museum,Historical Artifacts,What kind of documents are there?,Historical documents.
1608,152,Egyptian_National_Military_Museum,Historical Artifacts,Whose belongings are shown?,Military figures.
1609,152,Egyptian_National_Military_Museum,Historical Artifacts,Are there Islamic conquest exhibits?,"Yes, there are."
1610,152,Egyptian_National_Military_Museum,Historical Artifacts,What dynasty is represented?,Muhammad Ali
1611,152,Egyptian_National_Military_Museum,Historical Artifacts,Is the museum popular?,"Yes, popular."
1612,152,Egyptian_National_Military_Museum,Historical Artifacts,What is its regional significance?,Middle East
1613,152,Egyptian_National_Military_Museum,Historical Artifacts,Does it have ancient artifacts?,"Yes, weapons."
1614,152,Egyptian_National_Military_Museum,Historical Artifacts,Who was Muhammad Ali?,Dynasty reformer
1615,152,Egyptian_National_Military_Museum,Historical Artifacts,What army is showcased?,Egyptian military
1616,152,Egyptian_National_Military_Museum,Historical Artifacts,Does it cover recent conflicts?,"Yes, covers."
1617,152,Egyptian_National_Military_Museum,Historical Artifacts,Is there a website?,"Possibly, check."
1618,152,Egyptian_National_Military_Museum,Historical Artifacts,Is this in Cairo?,"Yes, Cairo"
1619,153,Madrasah_of_Al-Nasir_Muhammad,Famous Landmarks,Where is this madrasa located?,"Cairo, Egypt"
1620,153,Madrasah_of_Al-Nasir_Muhammad,Famous Landmarks,Who built this madrasa?,Al-Nasir Muhammad
1621,153,Madrasah_of_Al-Nasir_Muhammad,Famous Landmarks,When was it completed?,1304 CE
1622,153,Madrasah_of_Al-Nasir_Muhammad,Famous Landmarks,What type of school was it?,Islamic school.
1623,153,Madrasah_of_Al-Nasir_Muhammad,Famous Landmarks,How many minarets did it have originally?,Two minarets.
1624,153,Madrasah_of_Al-Nasir_Muhammad,Famous Landmarks,What architectural style is it?,Mamluk architecture
1625,153,Madrasah_of_Al-Nasir_Muhammad,Famous Landmarks,Who is buried here?,Al-Nasir Muhammad
1626,153,Madrasah_of_Al-Nasir_Muhammad,Famous Landmarks,What century was it built in?,14th Century
1627,153,Madrasah_of_Al-Nasir_Muhammad,Famous Landmarks,Which city is this in?,"Cairo, Egypt"
1628,153,Madrasah_of_Al-Nasir_Muhammad,Famous Landmarks,What is this building's purpose?,Islamic school
1629,153,Madrasah_of_Al-Nasir_Muhammad,Famous Landmarks,What type of ruler was Al-Nasir?,Mamluk Sultan
1630,153,Madrasah_of_Al-Nasir_Muhammad,Famous Landmarks,What street is it on?,Al-Muizz street
1631,153,Madrasah_of_Al-Nasir_Muhammad,Famous Landmarks,Is it near the Barquq complex?,"Yes, between them."
1632,153,Madrasah_of_Al-Nasir_Muhammad,Famous Landmarks,Is it Mamluk architecture?,"Yes, Mamluk."
1633,153,Madrasah_of_Al-Nasir_Muhammad,Famous Landmarks,Does the design have Syrian influences?,"Yes, Syrian influences."
1634,154,Al-Manyal_Palace_Museum,Historical Artifacts,What island is it on?,Rhoda Island
1635,154,Al-Manyal_Palace_Museum,Historical Artifacts,Who commissioned it?,Prince Muhammad Ali
1636,154,Al-Manyal_Palace_Museum,Historical Artifacts,What year did construction end?,1929
1637,154,Al-Manyal_Palace_Museum,Historical Artifacts,Is it a museum now?,"Yes, it is."
1638,154,Al-Manyal_Palace_Museum,Historical Artifacts,What is in the complex?,Separate structures.
1639,154,Al-Manyal_Palace_Museum,Historical Artifacts,What style is the mosque?,Ottoman influences
1640,154,Al-Manyal_Palace_Museum,Historical Artifacts,What is on display?,Diverse collections
1641,154,Al-Manyal_Palace_Museum,Historical Artifacts,Where is this located?,Rhoda Island.
1642,154,Al-Manyal_Palace_Museum,Historical Artifacts,What are they renovating?,Historical integrity
1643,154,Al-Manyal_Palace_Museum,Historical Artifacts,What is housed there?,Diverse collections.
1644,154,Al-Manyal_Palace_Museum,Historical Artifacts,Is it a single building?,"No, complex."
1645,154,Al-Manyal_Palace_Museum,Historical Artifacts,What influenced design?,Islamic Styles
1646,154,Al-Manyal_Palace_Museum,Historical Artifacts,What does it showcase?,Islamic art.
1647,154,Al-Manyal_Palace_Museum,Historical Artifacts,Who lived there?,Prince Muhammad Ali
1648,154,Al-Manyal_Palace_Museum,Historical Artifacts,What is its purpose?,Showcase Islamic art.
1649,154,Al-Manyal_Palace_Museum,Historical Artifacts,What century palace?,20th Century
1650,154,Al-Manyal_Palace_Museum,Historical Artifacts,What is nearby?,Rhoda Island
1651,154,Al-Manyal_Palace_Museum,Historical Artifacts,Is it easily accessible?,"Yes, easily."
1652,154,Al-Manyal_Palace_Museum,Historical Artifacts,What type of textiles?,Royal artifacts.
1653,154,Al-Manyal_Palace_Museum,Historical Artifacts,Is it open daily?,Information not provided.
1654,155,Monastery_of_Saint_Samuel_the_Confessor,Religion and belief,What is this a picture of?,Coptic Orthodox Monastery
1655,155,Monastery_of_Saint_Samuel_the_Confessor,Religion and belief,Where is this monastery located?,"Western Desert, Egypt"
1656,155,Monastery_of_Saint_Samuel_the_Confessor,Religion and belief,Who founded this monastery?,Saint Samuel
1657,155,Monastery_of_Saint_Samuel_the_Confessor,Religion and belief,When was it founded?,4th century
1658,155,Monastery_of_Saint_Samuel_the_Confessor,Religion and belief,What religion is practiced here?,Coptic Orthodox
1659,155,Monastery_of_Saint_Samuel_the_Confessor,Religion and belief,Is the monastery still active?,"Yes, active"
1660,155,Monastery_of_Saint_Samuel_the_Confessor,Religion and belief,What surrounds the buildings?,A wall.
1661,155,Monastery_of_Saint_Samuel_the_Confessor,Religion and belief,What is inside the church?,Religious icons
1662,155,Monastery_of_Saint_Samuel_the_Confessor,Religion and belief,What is the monastery's patron saint?,Mar Samuel
1663,155,Monastery_of_Saint_Samuel_the_Confessor,Religion and belief,What oasis is it near?,Al Faiyum
1664,155,Monastery_of_Saint_Samuel_the_Confessor,Religion and belief,What is another name for this monastery?,Deir Mar Samuel
1665,155,Monastery_of_Saint_Samuel_the_Confessor,Religion and belief,What century was it founded in?,4th century
1666,155,Monastery_of_Saint_Samuel_the_Confessor,Religion and belief,Is it in the Eastern or Western Desert?,Western Desert
1667,155,Monastery_of_Saint_Samuel_the_Confessor,Religion and belief,Is it near Al-Qalamun?,"Yes, Fayoum."
1668,155,Monastery_of_Saint_Samuel_the_Confessor,Religion and belief,Is it a place of pilgrimage?,"Yes, pilgrimage"
1669,155,Monastery_of_Saint_Samuel_the_Confessor,Religion and belief,Is it undergoing restoration?,"Yes, continues."
1670,155,Monastery_of_Saint_Samuel_the_Confessor,Religion and belief,Is security a concern?,"Yes, security concerns."
1671,155,Monastery_of_Saint_Samuel_the_Confessor,Religion and belief,What church is affiliated?,Coptic Orthodox
1672,155,Monastery_of_Saint_Samuel_the_Confessor,Religion and belief,Is it very old?,"Yes, 4th Century"
1673,155,Monastery_of_Saint_Samuel_the_Confessor,Religion and belief,Was Samuel an Egyptian monk?,"Yes, Egyptian monk."
1674,156,Meidum,Famous Landmarks,What is the site called?,Meidum pyramid
1675,156,Meidum,Famous Landmarks,Where is this pyramid?,Lower Egypt
1676,156,Meidum,Famous Landmarks,Who started the pyramid?,"Huni, Sneferu"
1677,156,Meidum,Famous Landmarks,Which dynasty was Huni from?,Third Dynasty
1678,156,Meidum,Famous Landmarks,Who finished the pyramid?,Sneferu (or attempted)
1679,156,Meidum,Famous Landmarks,What type of pyramid is it?,Collapsed pyramid.
1680,156,Meidum,Famous Landmarks,Why does it look unusual?,Structural collapse.
1681,156,Meidum,Famous Landmarks,What caused the collapse?,Cause is debated.
1682,156,Meidum,Famous Landmarks,When did the collapse occur?,After abandonment.
1683,156,Meidum,Famous Landmarks,What is found at the site?,Pyramid and tombs
1684,156,Meidum,Famous Landmarks,"What are ""Meidum Geese""?",Painted relief.
1685,156,Meidum,Famous Landmarks,What kingdom is it from?,Old Kingdom
1686,156,Meidum,Famous Landmarks,What did they build?,Pyramid
1687,156,Meidum,Famous Landmarks,What happened to it?,Collapsed Pyramid
1688,156,Meidum,Famous Landmarks,What does it showcase?,Early Pyramid attempt
1689,156,Meidum,Famous Landmarks,Where is it located?,Lower Egypt.
1690,156,Meidum,Famous Landmarks,What river is nearby?,Nile River
1691,156,Meidum,Famous Landmarks,What pharaoh completed it?,Sneferu.
1692,156,Meidum,Famous Landmarks,Is the causeway preserved?,Poorly preserved.
1693,156,Meidum,Famous Landmarks,Where are the Mastabas?,Nearby.
1694,157,Abu_el-Abbas_el-Mursi_Mosque,Religion and belief,Where is this located?,"Alexandria, Egypt"
1695,157,Abu_el-Abbas_el-Mursi_Mosque,Religion and belief,City of this mosque?,"Alexandria, Egypt"
1696,157,Abu_el-Abbas_el-Mursi_Mosque,Religion and belief,What kind of building is this?,"Mosque, landmark"
1697,157,Abu_el-Abbas_el-Mursi_Mosque,Religion and belief,How many domes are visible?,Four domes
1698,157,Abu_el-Abbas_el-Mursi_Mosque,Religion and belief,Who is buried here?,Sufi Saint
1699,157,Abu_el-Abbas_el-Mursi_Mosque,Religion and belief,What century did he live in?,13th century
1700,157,Abu_el-Abbas_el-Mursi_Mosque,Religion and belief,Is it a pilgrimage site?,"Yes, significant."
1701,157,Abu_el-Abbas_el-Mursi_Mosque,Religion and belief,Is this in Egypt?,"Yes, Alexandria"
1702,157,Abu_el-Abbas_el-Mursi_Mosque,Religion and belief,What faith practices here?,Islam
1703,157,Abu_el-Abbas_el-Mursi_Mosque,Religion and belief,Can tourists visit?,"Generally, Yes."
1704,157,Abu_el-Abbas_el-Mursi_Mosque,Religion and belief,What kind of patterns are present?,"Geometric, Calligraphy"
1705,157,Abu_el-Abbas_el-Mursi_Mosque,Religion and belief,Does it have a minaret?,"Yes, high."
1706,157,Abu_el-Abbas_el-Mursi_Mosque,Religion and belief,Is it near a citadel?,Near Qaitbay.
1707,157,Abu_el-Abbas_el-Mursi_Mosque,Religion and belief,Is it a large mosque?,"Yes, large mosque."
1708,157,Abu_el-Abbas_el-Mursi_Mosque,Religion and belief,Is head covering needed?,"Yes, women."
1709,158,Theban_Necropolis,Famous Landmarks,Where is the Necropolis located?,West Bank
1710,158,Theban_Necropolis,Famous Landmarks,Which river is nearby?,Nile River
1711,158,Theban_Necropolis,Famous Landmarks,What kingdom is prominent?,New Kingdom
1712,158,Theban_Necropolis,Famous Landmarks,What is KV?,Valley of Kings
1713,158,Theban_Necropolis,Famous Landmarks,Tutankhamun's tomb location?,Valley of Kings
1714,158,Theban_Necropolis,Famous Landmarks,What's in Valley of Queens?,"Royal wives, princes"
1715,158,Theban_Necropolis,Famous Landmarks,Who was Nefertari's husband?,Ramses II
1716,158,Theban_Necropolis,Famous Landmarks,What are mortuary temples for?,Worship deceased pharaohs.
1717,158,Theban_Necropolis,Famous Landmarks,What is at Deir el-Bahri?,Hatshepsut's Temple
1718,158,Theban_Necropolis,Famous Landmarks,Ramses II's temple name?,Ramesseum
1719,158,Theban_Necropolis,Famous Landmarks,Who lived in Deir el-Medina?,Artisans and workers
1720,158,Theban_Necropolis,Famous Landmarks,What do tombs reveal?,Afterlife beliefs.
1721,158,Theban_Necropolis,Famous Landmarks,What does it tell us about beliefs?,"Afterlife, death."
1722,158,Theban_Necropolis,Famous Landmarks,Is it a heritage site?,"Yes, UNESCO."
1723,158,Theban_Necropolis,Famous Landmarks,Where is Luxor?,Modern-day Thebes
1724,158,Theban_Necropolis,Famous Landmarks,What's found in el-Assasif?,"Tombs, structures"
1725,158,Theban_Necropolis,Famous Landmarks,What is Ramses III's temple?,Medinet Habu
1726,158,Theban_Necropolis,Famous Landmarks,Who are in tombs of nobles?,High-ranking officials
1727,158,Theban_Necropolis,Famous Landmarks,What is being mapped?,Valley of Kings
1728,158,Theban_Necropolis,Famous Landmarks,What is on the west?,Nile River
1729,159,Citadel_of_Qaitbay,Famous Landmarks,What century is the citadel from?,15th century
1730,159,Citadel_of_Qaitbay,Famous Landmarks,What type of structure is this?,Defensive fortress.
1731,159,Citadel_of_Qaitbay,Famous Landmarks,Who commissioned the citadel?,Sultan Qaitbay
1732,159,Citadel_of_Qaitbay,Famous Landmarks,What sultan ordered its construction?,Qaitbay/Qa'it Bay
1733,159,Citadel_of_Qaitbay,Famous Landmarks,Where is this citadel located?,"Alexandria, Egypt"
1734,159,Citadel_of_Qaitbay,Famous Landmarks,What wonder stood here before?,Lighthouse Alexandria
1735,159,Citadel_of_Qaitbay,Famous Landmarks,What is it a landmark of?,Cultural history.
1736,159,Citadel_of_Qaitbay,Famous Landmarks,What threatens did it defend against?,Ottoman threats.
1737,159,Citadel_of_Qaitbay,Famous Landmarks,What architecture style is this?,Mamluk military.
1738,159,Citadel_of_Qaitbay,Famous Landmarks,What is it now used as?,Maritime museum.
1739,159,Citadel_of_Qaitbay,Famous Landmarks,From what was it built?,Lighthouse ruins
1740,159,Citadel_of_Qaitbay,Famous Landmarks,What is its purpose today?,Maritime Museum
1741,159,Citadel_of_Qaitbay,Famous Landmarks,What shape is the structure?,Square structure
1742,159,Citadel_of_Qaitbay,Famous Landmarks,Who was Qaitbay?,Mamluk ruler.
1743,159,Citadel_of_Qaitbay,Famous Landmarks,What history does it showcase?,Mamluk and Egyptian
1744,160,Nabq_Protected_Area,Natural scenery and Ecosystem,What is located northeast of Sharm el-Sheikh?,Nabq Protected Area
1745,160,Nabq_Protected_Area,Natural scenery and Ecosystem,What type of forests are found here?,Mangrove forests
1746,160,Nabq_Protected_Area,Natural scenery and Ecosystem,What covers the offshore area?,Coral Reefs
1747,160,Nabq_Protected_Area,Natural scenery and Ecosystem,Is this area culturally significant?,"Yes, Bedouin."
1748,160,Nabq_Protected_Area,Natural scenery and Ecosystem,What activity is popular here?,"Snorkeling, diving."
1749,160,Nabq_Protected_Area,Natural scenery and Ecosystem,Are conservation efforts happening here?,"Yes, ongoing."
1750,160,Nabq_Protected_Area,Natural scenery and Ecosystem,What kind of trees are present?,"Acacia, Mangrove"
1751,160,Nabq_Protected_Area,Natural scenery and Ecosystem,Are there salt marshes here?,"Yes, salt marshes."
